Number of unique subjects: 104757,Count,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20],[21],[22],[23],[24],[25],[26],[27],[28],[29],[30],[31],[32],[33],[34],[35],[36],[37],[38],[39],[40],[41],[42],[43],[44],[45],[46],[47],[48],[49],[50],[51],[52],[53],[54],[55],[56],[57],[58],[59],[60],[61],[62],[63],[64],[65],[66],[67],[68],[69],[70],[71],[72],[73],[74],[75],[76],[77],[78],[79],[80],[81],[82],[83],[84],[85],[86],[87],[88],[89],[90],[91],[92],[93],[94],[95],[96],[97],[98],[99],[100],[101],[102],[103],[104],[105],[106],[107],[108],[109],[110],[111],[112],[113],[114],[115],[116],[117],[118],[119],[120],[121],[122],[123],[124],[125],[126],[127],[128],[129],[130],[131],[132],[133],[134],[135],[136],[137],[138],[139],[140],[141],[142],[143],[144],[145],[146],[147],[148],[149],[150],[151],[152],[153],[154],[155],[156],[157],[158],[159],[160],[161],[162],[163],[164]
[66] http://rdf.geospecies.org/ont/geospecies#hasITIS,15903,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14764,0,11,0,0,9608,0,12457,11,0,0,0,0,15807,14806,11,14757,12888,2,0,14757,0,0,0,6491,951,2,40,25,0,4446,14757,0,0,11049,10277,12,15807,14757,15896,15632,15847,0,9082,2505,3354,9205,12674,7,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,15903,0,0,13466,1050,0,0,0,1146,15896,15864,658,15903,878,0,0,62,0,15903,0,0,0,7,0,893
[67] http://rdf.geospecies.org/ont/geospecies#hasKingdomName,18886,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,11,0,0,10898,0,15504,11,0,0,0,0,18878,18878,11,18878,14592,0,0,18878,0,0,0,9144,1155,43,72,46,0,4565,18878,0,0,11475,10150,12,18878,18878,18878,18878,18878,0,11930,2539,3420,10363,16502,8,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18886,0,0,14256,0,0,0,0,360,18878,18886,7,18886,0,0,0,63,0,18886,0,0,1,8,0,19
[68] http://rdf.geospecies.org/ont/geospecies#hasLocalityName,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,39,0,0,0,0,8,0,0,39,39,0,0,39,0,0,0,8,0,0,39,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39,39,39,39,39,39,39,39,39,0,39,39,0,0,8,0,0,39,39,0,0,0,0,39,0,0,0,0,0,39,0,0,0,0,0,8
[69] http://rdf.geospecies.org/ont/geospecies#hasLocation,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,10,0,11,12,13,0,0,0,11,11,24,11,11,0,14,11,13,13,13,7,0,0,0,2,0,1,24,0,0,9,7,0,11,11,11,11,11,0,11,1,1,1,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,13,13,3,11,11,0,24,0,0,0,3,0,24,0,0,0,0,0,25
[70] http://rdf.geospecies.org/ont/geospecies#hasLocationName,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,8,0,0,39,39,0,0,39,0,0,0,8,0,0,39,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39,39,39,39,39,39,39,39,39,0,39,39,0,0,8,0,0,39,39,0,0,0,0,39,0,0,0,0,0,39,0,0,0,0,0,8
[71] http://rdf.geospecies.org/ont/geospecies#hasLowExpectationOf,21665,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,0,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[72] http://rdf.geospecies.org/ont/geospecies#hasNCBI,10898,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,9406,10,0,0,0,0,10898,10898,10,10898,9413,0,0,10898,0,0,0,4461,660,3,60,45,0,3300,10898,0,0,8118,7292,11,10898,10898,10898,10898,10898,0,6835,1918,2526,6804,9301,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10898,0,0,10898,0,0,0,0,255,10898,10898,0,10898,0,0,0,62,0,10898,0,0,1,0,0,10
[73] http://rdf.geospecies.org/ont/geospecies#hasNoUSDA_ExpectationOf,127055,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[74] http://rdf.geospecies.org/ont/geospecies#hasNomenclaturalCode,15504,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,0,0,0,0,15504,15504,11,15504,13208,0,0,15504,0,0,0,7174,1146,43,72,46,0,4560,15504,0,0,9946,8732,12,15504,15504,15504,15504,15504,0,9901,2539,3420,10244,14478,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15504,0,0,12157,0,0,0,0,263,15504,15504,0,15504,0,0,0,63,0,15504,0,0,1,0,0,11
[75] http://rdf.geospecies.org/ont/geospecies#hasObservation,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,8,8,11,11,19,11,11,0,9,11,0,8,8,7,0,0,0,2,0,1,11,0,1,9,7,0,11,11,11,11,11,0,11,1,1,1,11,0,0,0,0,11,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,0,8,20,0,0,20,0,0,8,8,3,11,11,0,19,0,0,0,3,0,19,0,0,0,0,0,20
[76] http://rdf.geospecies.org/ont/geospecies#hasObservationMethod,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,13,0,0,0,13,0,13,13,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,13,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13
[77] http://rdf.geospecies.org/ont/geospecies#hasObservationOf,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[78] http://rdf.geospecies.org/ont/geospecies#hasOmernik_3_Ecozone,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,0,0,39,0,0,0,8,0,0,39,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39,39,39,39,39,39,39,39,39,0,39,39,0,0,8,0,0,39,39,0,0,0,0,39,0,0,0,0,0,39,0,0,0,0,0,8
[79] http://rdf.geospecies.org/ont/geospecies#hasOmernik_4_Ecozone,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,39,0,0,0,8,0,0,39,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39,39,39,39,39,39,39,39,39,0,39,39,0,0,8,0,0,39,39,0,0,0,0,39,0,0,0,0,0,39,0,0,0,0,0,8
[80] http://rdf.geospecies.org/ont/geospecies#hasOrderName,20739,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18878,11,18878,14592,2,0,18878,0,0,0,9144,1155,43,72,46,0,4565,18878,0,0,12813,11639,12,20739,18878,20739,20522,20739,0,11930,2539,3420,10363,16502,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,20739,0,0,16085,1861,0,0,0,1502,20739,20606,955,20739,1350,0,0,63,0,20739,0,0,1,0,0,1655
[81] http://rdf.geospecies.org/ont/geospecies#hasPhylumName,18956,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,18878,14592,0,0,18878,0,0,0,9144,1155,43,72,46,0,4565,18878,0,0,11536,10210,12,18878,18878,18956,18878,18878,0,11930,2539,3420,10363,16502,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,18956,0,0,14319,0,0,0,0,407,18956,18949,19,18956,67,0,0,63,0,18956,0,0,1,0,0,11
[82] http://rdf.geospecies.org/ont/geospecies#hasProject,72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,0,22,11,13,52,52,7,0,0,0,2,0,1,24,0,1,9,7,0,11,11,11,11,11,0,11,1,1,1,11,0,1,1,0,11,0,0,0,0,0,0,0,39,39,39,39,39,39,39,39,39,39,39,0,39,64,0,0,32,0,0,52,52,3,11,11,0,63,0,1,0,3,0,63,1,0,0,0,0,32
[83] http://rdf.geospecies.org/ont/geospecies#hasScientificName,18878,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14592,0,0,18878,0,0,0,9144,1155,43,72,46,0,4565,18878,0,0,11467,10143,12,18878,18878,18878,18878,18878,0,11930,2539,3420,10363,16502,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18878,0,0,14248,0,0,0,0,352,18878,18878,0,18878,0,0,0,63,0,18878,0,0,1,0,0,11
[84] http://rdf.geospecies.org/ont/geospecies#hasScientificNameAuthorship,14592,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,14592,0,0,0,6422,1042,7,72,46,0,4552,14592,0,0,10465,9580,12,14592,14592,14592,14592,14592,0,8960,2539,3416,9665,12337,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14592,0,0,12253,0,0,0,0,350,14592,14592,0,14592,0,0,0,63,0,14592,0,0,0,0,0,11
[85] http://rdf.geospecies.org/ont/geospecies#hasSite,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,2,2,2,2,2,0,0,0,0,2,0,0,0,0,0,1
[86] http://rdf.geospecies.org/ont/geospecies#hasSpecies,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,13,21,21,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,0,8,30,0,0,22,0,0,21,21,0,0,0,0,21,0,1,0,0,0,21,1,0,0,7,0,22
[87] http://rdf.geospecies.org/ont/geospecies#hasSpecificEpithet,18878,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,9144,1155,43,72,46,0,4565,18878,0,0,11467,10143,12,18878,18878,18878,18878,18878,0,11930,2539,3420,10363,16502,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18878,0,0,14248,0,0,0,0,352,18878,18878,0,18878,0,0,0,63,0,18878,0,0,1,0,0,11
[88] http://rdf.geospecies.org/ont/geospecies#hasStartDayOfYear,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,13,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13
[89] http://rdf.geospecies.org/ont/geospecies#hasStateProvince,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39,39,39,39,39,39,39,39,39,0,39,52,0,0,21,0,0,52,52,0,0,0,0,52,0,0,0,0,0,52,0,0,0,0,0,21
[90] http://rdf.geospecies.org/ont/geospecies#hasStateProvinceName,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39,39,39,39,39,39,39,39,39,0,39,52,0,0,21,0,0,52,52,0,0,0,0,52,0,0,0,0,0,52,0,0,0,0,0,21
[91] http://rdf.geospecies.org/ont/geospecies#hasSubfamilyName,9144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1016,5,24,21,0,62,9144,0,0,5715,4430,0,9144,9144,9144,9144,9144,0,4647,29,43,5202,7823,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9144,0,0,6606,0,0,0,0,215,9144,9144,0,9144,0,0,0,40,0,9144,0,0,0,0,0,7
[92] http://rdf.geospecies.org/ont/geospecies#hasSubgenusName,1155,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,9,0,0,1155,0,0,970,551,0,1155,1155,1155,1155,1155,0,218,0,0,1121,909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,0,0,1027,0,0,0,0,82,1155,1155,0,1155,0,0,0,0,0,1155,0,0,0,0,0,0
[93] http://rdf.geospecies.org/ont/geospecies#hasSubspeciesName,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,43,0,0,2,1,0,43,43,43,43,43,0,7,0,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,0,0,2,43,43,0,43,0,0,0,1,0,43,0,0,0,0,0,0
[94] http://rdf.geospecies.org/ont/geospecies#hasToLPage,72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,0,0,72,0,0,43,44,0,72,72,72,72,72,0,46,0,0,38,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,72,0,0,62,0,0,0,0,5,72,72,0,72,0,0,0,36,0,72,0,0,0,0,0,0
[95] http://rdf.geospecies.org/ont/geospecies#hasTreeBaseID,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,46,0,0,23,25,0,46,46,46,46,46,0,46,0,0,18,36,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,45,0,0,0,0,11,46,46,0,46,0,0,0,4,0,46,0,0,0,0,0,2
[96] http://rdf.geospecies.org/ont/geospecies#hasUSDA_ExpectationOf,65724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[97] http://rdf.geospecies.org/ont/geospecies#hasUSDA_Growth,4565,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4565,0,0,2403,2567,12,4565,4565,4565,4565,4565,0,4560,2538,3419,3039,4560,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4565,0,0,3651,0,0,0,0,39,4565,4565,0,4565,0,0,0,0,0,4565,0,0,0,0,0,1
[98] http://rdf.geospecies.org/ont/geospecies#hasUUID,18891,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,11467,10143,12,18878,18878,18878,18878,18878,0,11930,2539,3420,10363,16502,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18891,0,0,14261,0,0,13,13,352,18878,18878,0,18891,0,0,0,63,0,18891,0,0,1,0,0,24
[99] http://rdf.geospecies.org/ont/geospecies#hasUnknownExpectationOf,58850,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[100] http://rdf.geospecies.org/ont/geospecies#hasWI_Herbarium_Habitat,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
